Feature,Feature Selection,Probability,,,,,,,,,,,,
MaternalAge: 25-29,IG-60,0.52,,,,,,,,,,,,
MaternalAge: 30-34,IG-60,0.58,,,,,,,,,,,,
MaternalAge: 35-39,IG-60,0.56,,,,,,,,,,,,
MaternalAge: 40-44,IG-60,0.56,,,,,,,,,,,,
Region: Tigray,IG-60,0.66,,,,,,,,,,,,
Region: Afar,IG-60,1,,,,,,,,,,,,
Region: Amhara,IG-60,0.88,,,,,,,,,,,,
Region: Oromia,IG-60,0.6,,,,,,,,,,,,
Region: Somali,IG-60,1,,,,,,,,,,,,
Region: Benishangul,IG-60,0.68,,,,,,,,,,,,
Region: SNNPR,IG-60,0.78,,,,,,,,,,,,
Region: Gambela,IG-60,0.54,,,,,,,,,,,,
Region: Harari,IG-60,0.32,,,,,,,,,,,,
Region: AddisAdaba,IG-60,0.86,,,,,,,,,,,,
PopulationSize,IG-40,0.8,,,,,,,,,,,,
AnnualPrecipitation,IG-40,1,,,,,,,,,,,,
DiurnalSurfaceTemperature,IG-40,1,,,,,,,,,,,,
DiurnalTemperatureRange,IG-40,0.48,,,,,,,,,,,,
VegetationIndex,IG-40,0.68,,,,,,,,,,,,
HumanFootprint,IG-40,1,,,,,,,,,,,,
GrossCellProduction,IG-40,0.84,,,,,,,,,,,,
GrowthSeasonLength,IG-40,1,,,,,,,,,,,,
Irrigation,IG-40,0.52,,,,,,,,,,,,
ITNCoverage,IG-40,1,,,,,,,,,,,,
LandSurfaceTemperature,IG-40,1,,,,,,,,,,,,
MalariaPrevalence,IG-40,0.96,,,,,,,,,,,,
MeanTemperature,IG-40,0.98,,,,,,,,,,,,
NightlightsComposite,IG-40,0.88,,,,,,,,,,,,
ProximityToWater,IG-40,0.92,,,,,,,,,,,,
Residence: Rural,IG-40,0.8,,,,,,,,,,,,
ToiletType: Improved,IG-40,0.46,,,,,,,,,,,,
HIV Status: Positive,IG-40,0.1,,,,,,,,,,,,
HouseholdAmenities: Yes,IG-40,0.94,,,,,,,,,,,,
Transportation,IG-40,0.26,,,,,,,,,,,,
FloorType: Dirt,IG-40,0.8,,,,,,,,,,,,
HouseholdHead: Female,IG-40,0.18,,,,,,,,,,,,
Breastfeeding,IG-40,0.48,,,,,,,,,,,,
Pregnant,IG-40,0.38,,,,,,,,,,,,
MenstruatedInLast6Weeks,IG-40,0.44,,,,,,,,,,,,
Married,IG-40,0.58,,,,,,,,,,,,
IronSupplementedDuringPregnancy,IG-40,0.56,,,,,,,,,,,,
TravelTimeToWater:<30min,IG-40,0.22,,,,,,,,,,,,
TravelTimeToWater:>30min,IG-40,0.5,,,,,,,,,,,,
MaternalOccupation: Agriculture,IG-40,0.22,,,,,,,,,,,,
MaternalOccupation:NotWorking,IG-40,0.7,,,,,,,,,,,,
PaternalOccupation: Agriculture,IG-40,0.38,,,,,,,,,,,,
PatrnalOccupation: NotWorking,IG-40,0.44,,,,,,,,,,,,
Religion: Orthordox,IG-40,1,,,,,,,,,,,,
Religion: Protestant,IG-40,0.26,,,,,,,,,,,,
Religion: Muslim,IG-40,1,,,,,,,,,,,,
FamilySize: 5-9,IG-40,0.46,,,,,,,,,,,,
FamilySize: 10+,IG-40,0.22,,,,,,,,,,,,
ListeningRadio: Infrequent,IG-40,0.34,,,,,,,,,,,,
ListeningRadio: Sometimes,IG-40,0.48,,,,,,,,,,,,
ReadingNews: Infrequent,IG-40,0.66,,,,,,,,,,,,
ReadingNews: Sometimes,IG-40,0.18,,,,,,,,,,,,
WatchingTV: Infrequent,IG-40,0.18,,,,,,,,,,,,
WatchingTV: Sometimes,IG-40,0.72,,,,,,,,,,,,
WealthIndex: Poorest,IG-40,1,,,,,,,,,,,,
WealthIndex: Poorer,IG-40,0.18,,,,,,,,,,,,
WealthIndex: Middle,IG-40,0.24,,,,,,,,,,,,
WealthIndex: Richer,IG-40,0.36,,,,,,,,,,,,
BirthsInLast5Yrs: 1-2,IG-40,0.78,,,,,,,,,,,,
BirthsInLast5Yrs: 3+,IG-40,0.36,,,,,,,,,,,,
NumberOfChildren: 1-3,IG-40,0.16,,,,,,,,,,,,
NumberOfChildren: 4+,IG-40,0.68,,,,,,,,,,,,
Contraception: Type1,IG-40,0.14,,,,,,,,,,,,
Contraception: Type2,IG-40,0.26,,,,,,,,,,,,
Contraception: Type3,IG-40,0.66,,,,,,,,,,,,
BMI: 18.5-24.9,IG-40,0.2,,,,,,,,,,,,
BMI: >25,IG-40,0.34,,,,,,,,,,,,
MaternalEducation: Primary,IG-40,0.3,,,,,,,,,,,,
MaternalEducation: Secondary,IG-40,0.44,,,,,,,,,,,,
MaternalEducation: Highschool+,IG-40,0.4,,,,,,,,,,,,
Watersource:Piped,IG-40,0.74,,,,,,,,,,,,
Watersource:Improved,IG-40,0.2,,,,,,,,,,,,
MaternalAge: 15-19,IG-40,0.28,,,,,,,,,,,,
MaternalAge: 20-24,IG-40,0.2,,,,,,,,,,,,
MaternalAge: 25-29,IG-40,0.2,,,,,,,,,,,,
MaternalAge: 30-34,IG-40,0.2,,,,,,,,,,,,
MaternalAge: 35-39,IG-40,0.16,,,,,,,,,,,,
MaternalAge: 40-44,IG-40,0.06,,,,,,,,,,,,
Region: Tigray,IG-40,0.28,,,,,,,,,,,,
Region: Afar,IG-40,0.82,,,,,,,,,,,,
Region: Amhara,IG-40,0.48,,,,,,,,,,,,
Region: Oromia,IG-40,0.12,,,,,,,,,,,,
Region: Somali,IG-40,1,,,,,,,,,,,,
Region: Benishangul,IG-40,0.3,,,,,,,,,,,,
Region: SNNPR,IG-40,0.56,,,,,,,,,,,,
Region: Gambela,IG-40,0.1,,,,,,,,,,,,
Region: Harari,IG-40,0.14,,,,,,,,,,,,
Region: AddisAdaba,IG-40,0.66,,,,,,,,,,,,
PopulationSize,Average,0.416,,,,,,,,,,,,
AnnualPrecipitation,Average,0.596,,,,,,,,,,,,
DiurnalSurfaceTemperature,Average,0.588,,,,,,,,,,,,
DiurnalTemperatureRange,Average,0.296,,,,,,,,,,,,
VegetationIndex,Average,0.388,,,,,,,,,,,,
HumanFootprint,Average,0.568,,,,,,,,,,,,
GrossCellProduction,Average,0.424,,,,,,,,,,,,
GrowthSeasonLength,Average,0.592,,,,,,,,,,,,
Irrigation,Average,0.308,,,,,,,,,,,,
ITNCoverage,Average,0.8,,,,,,,,,,,,
LandSurfaceTemperature,Average,0.808,,,,,,,,,,,,
MalariaPrevalence,Average,0.604,,,,,,,,,,,,
MeanTemperature,Average,0.588,,,,,,,,,,,,
NightlightsComposite,Average,0.496,,,,,,,,,,,,
ProximityToWater,Average,0.524,,,,,,,,,,,,
Residence: Rural,Average,0.648,,,,,,,,,,,,
ToiletType: Improved,Average,0.268,,,,,,,,,,,,
HIV Status: Positive,Average,0.1,,,,,,,,,,,,
HouseholdAmenities: Yes,Average,0.72,,,,,,,,,,,,
Transportation,Average,0.188,,,,,,,,,,,,
FloorType: Dirt,Average,0.428,,,,,,,,,,,,
HouseholdHead: Female,Average,0.152,,,,,,,,,,,,
Breastfeeding,Average,0.28,,,,,,,,,,,,
Pregnant,Average,0.384,,,,,,,,,,,,
MenstruatedInLast6Weeks,Average,0.248,,,,,,,,,,,,
Married,Average,0.372,,,,,,,,,,,,
IronSupplementedDuringPregnancy,Average,0.296,,,,,,,,,,,,
TravelTimeToWater:<30min,Average,0.172,,,,,,,,,,,,
TravelTimeToWater:>30min,Average,0.304,,,,,,,,,,,,
MaternalOccupation: Agriculture,Average,0.136,,,,,,,,,,,,
MaternalOccupation:NotWorking,Average,0.408,,,,,,,,,,,,
PaternalOccupation: Agriculture,Average,0.252,,,,,,,,,,,,
PatrnalOccupation: NotWorking,Average,0.276,,,,,,,,,,,,
Religion: Orthordox,Average,0.808,,,,,,,,,,,,
Religion: Protestant,Average,0.18,,,,,,,,,,,,
Religion: Muslim,Average,0.8,,,,,,,,,,,,
FamilySize: 5-9,Average,0.276,,,,,,,,,,,,
FamilySize: 10+,Average,0.204,,,,,,,,,,,,
ListeningRadio: Infrequent,Average,0.2,,,,,,,,,,,,
ListeningRadio: Sometimes,Average,0.264,,,,,,,,,,,,
ReadingNews: Infrequent,Average,0.492,,,,,,,,,,,,
ReadingNews: Sometimes,Average,0.132,,,,,,,,,,,,
WatchingTV: Infrequent,Average,0.148,,,,,,,,,,,,
WatchingTV: Sometimes,Average,0.4,,,,,,,,,,,,
WealthIndex: Poorest,Average,0.8,,,,,,,,,,,,
WealthIndex: Poorer,Average,0.156,,,,,,,,,,,,
WealthIndex: Middle,Average,0.18,,,,,,,,,,,,
WealthIndex: Richer,Average,0.204,,,,,,,,,,,,
BirthsInLast5Yrs: 1-2,Average,0.404,,,,,,,,,,,,
BirthsInLast5Yrs: 3+,Average,0.3,,,,,,,,,,,,
NumberOfChildren: 1-3,Average,0.12,,,,,,,,,,,,
NumberOfChildren: 4+,Average,0.38,,,,,,,,,,,,
Contraception: Type1,Average,0.116,,,,,,,,,,,,
Contraception: Type2,Average,0.156,,,,,,,,,,,,
Contraception: Type3,Average,0.54,,,,,,,,,,,,
BMI: 18.5-24.9,Average,0.156,,,,,,,,,,,,
BMI: >25,Average,0.216,,,,,,,,,,,,
MaternalEducation: Primary,Average,0.216,,,,,,,,,,,,
MaternalEducation: Secondary,Average,0.264,,,,,,,,,,,,
MaternalEducation: Highschool+,Average,0.268,,,,,,,,,,,,
Watersource:Piped,Average,0.396,,,,,,,,,,,,
Watersource:Improved,Average,0.18,,,,,,,,,,,,
MaternalAge: 15-19,Average,0.376,,,,,,,,,,,,
MaternalAge: 20-24,Average,0.136,,,,,,,,,,,,
MaternalAge: 25-29,Average,0.148,,,,,,,,,,,,
MaternalAge: 30-34,Average,0.172,,,,,,,,,,,,
MaternalAge: 35-39,Average,0.152,,,,,,,,,,,,
MaternalAge: 40-44,Average,0.128,,,,,,,,,,,,
Region: Tigray,Average,0.192,,,,,,,,,,,,
Region: Afar,Average,0.756,,,,,,,,,,,,
Region: Amhara,Average,0.288,,,,,,,,,,,,
Region: Oromia,Average,0.144,,,,,,,,,,,,
Region: Somali,Average,0.992,,,,,,,,,,,,
Region: Benishangul,Average,0.196,,,,,,,,,,,,
Region: SNNPR,Average,0.284,,,,,,,,,,,,
Region: Gambela,Average,0.128,,,,,,,,,,,,
Region: Harari,Average,0.1,,,,,,,,,,,,
Region: AddisAdaba,Average,0.348,,,,,,,,,,,,
